"halshareWearerName","halshareId","datetime","temperature"
"test","F15BE93C-1B7B-3A8B-2D5E-C2C87D83AEA1","2025/11/17 16:37:27",27.875
"test","F15BE93C-1B7B-3A8B-2D5E-C2C87D83AEA1","2025/11/17 16:38:27",28.5
